Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
208020,"Shatabdi Nagar Phase 5, Panki","Kanpur, Bahera",F6J8+Q98,"Shatabdi Nagar Phase 5, Panki",26.4817474,80.21598209999999,Tiffin,4.0,BALA JI TIFFIN SERVICES
208007,"Ramadevi, Jajmau Sub Metro City",Kanpur,Bangali Colony,"Ramadevi, Jajmau Sub Metro City",26.4126523,80.3906856,Tiffin,5.0,Shree krishna Tiffin
208017,Kalyanpur,Kanpur,"T 7 103, Bramhavart appartment, Panki - Kalyanpur Rd",Kalyanpur,26.4869913,80.2469206,Restaurant,5.0,Jai Maa Ratangadwali Tiffin Services
208027,"Narpat Nagar, Sanjay Gandhi Nagar, Jarauli",Kanpur,"295/7, 1","Narpat Nagar, Sanjay Gandhi Nagar, Jarauli",26.4128346,80.30906929999999,Tiffin,4.311905042796886,Maa kaali tiffin delivery
208010,"Defence Colony, J K Puri",Kanpur,Ramadevi Chauraha,"Defence Colony, J K Puri",26.4230763,80.39604589999999,Tiffin,5.0,Aahar Vihaar
208021,Naubasta,"Kanpur Nagar, Kanpur",B 578 Awas Vikas Hanspuram Naubasta KANPUR,Naubasta,26.392046,80.31266,Tiffin,4.9,HUNGER FOOD SUPPLIERS & CATTERS
208005,"Industrial Estate, Shastri Nagar",Kanpur,"237, 9","Industrial Estate, Shastri Nagar",26.4643165,80.2943623,Tiffin,5.0,Bihari Tadka Foods
208024,"Vinayakpur, Sharda Nagar",Kanpur,122 rajeev nagar,"Vinayakpur, Sharda Nagar",26.487619,80.282691,Tiffin,2.5,Sai Tifin service
208011,Naubasta,Kanpur,C859+GXH,Naubasta,26.4088047,80.3199774,Tiffin,3.625675599765427,Sanjay Nagar Colony
208005,"Vijay Nagar, Shastri Nagar",Kanpur,"204/5, near Sita Ram mandir","Vijay Nagar, Shastri Nagar",26.4662443,80.2899693,Tiffin,5.0,Arav kitchen
208001,"New Dal Mandi, Mirpur",Kanpur,16/11,"New Dal Mandi, Mirpur",26.4575959,80.35068009999999,Tiffin,5.0,shri shani lunch box supplier
208020,"Air Force Station, Jajmau Sub Metro City",Kanpur,"7/C, Ghau Kheda","Air Force Station, Jajmau Sub Metro City",26.4137087,80.39860329999999,Tiffin,5.0,Shree Radhey Tiffen Service
208012,"Gumti No: 5, Om Nagar, Darshan Purwa",Kanpur,"Shop No: 119/555, Krishna Nagar Rd","Gumti No: 5, Om Nagar, Darshan Purwa",26.4671515,80.3150495,Tiffin,4.2,Mastana Dosa
