Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
122011,Sector 56,Gurugram,"36B, Olive Height Society, Near Jalvayu Tower, Sector 56",Sector 56,28.4298583,77.0931683,Gym,3.9,Zeal Gym
122001,"Koyal Vihar, Sector 52",Gurugram,"H.no 496, near Artemis hospital","Koyal Vihar, Sector 52",28.4342029,77.0751022,Gym,4.7,Pumping Fitness Gym
122002,"Badshahpur, Sector 66",Gurugram,AIPL JOY STREET,"Badshahpur, Sector 66",28.3920236,77.0589033,Gym,4.3,Fuel 4 Fitness sec-66
122001,"Sector 4, market",Gurugram,"SCO-29, near Domino's","Sector 4, market",28.4737838,77.0091644,Gym,4.8,AFC GYM Sector 4
122018,"Block S, Uppal Southend, Sector 49",Gurugram,"UG Floor, B Block, Omaxe Gurgaon Mall, Sohna - Gurgaon Rd","Block S, Uppal Southend, Sector 49",28.4109832,77.0432311,Gym,4.7,300 Fitness Sohna Road
122003,"Tigra, Sector 57","Gurugram, Samaspur","F Tower, BPTP Freedom park Life","Tigra, Sector 57",28.4230614,77.0685769,Gym,4.3,"BPTP Freedom park Life , F tower"
122001,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"C-2469, Vyapar Kendra Rd","Block C, Sushant Lok Phase I, Sector 43",28.4512433,77.0811773,Gym,4.8,SQORFIT GYM
122002,"Block E, DLF Phase 1, Sector 26A",Gurugram,"Arjun Marg Third Floor, A Wing, DLF Shopping Mall","Block E, DLF Phase 1, Sector 26A",28.4661559,77.09974009999999,Gym,4.0,Thew Fitness
122002,"Sushant Lok Phase I, Sector 43",Gurugram,B-711,"Sushant Lok Phase I, Sector 43",28.4596896,77.0747586,Gym,4.7,Fitclub
122012,Sector 82,Gurugram,"2nd floor, Vatika town square, 201, tower -A, 1",Sector 82,28.3888729,76.969262,Gym,5.0,The Fifty 7 Gym
122001,"Old DLF Colony, Sector 14",Gurugram,B-38,"Old DLF Colony, Sector 14",28.4703208,77.0419747,Gym,4.5,Aimfit Gym Sector 14
122022,"Phase 2, Sushant Lok 2, Sector 57",Gurugram,G-1,"Phase 2, Sushant Lok 2, Sector 57",28.4221272,77.09071039999999,Gym,0.07786118473059989,MuscleTown
122003,"Block F, Sector 57","Gurugram, Samaspur","The Legend Apartment, D4 1404","Block F, Sector 57",28.4221463,77.0712068,Gym,5.0,Arhat Sound Yoga Wellness Studio
122001,"Huda, Sector 23",Gurugram,"sco 36,main huda market (near om sweats),, Sector 23","Huda, Sector 23",28.5103405,77.0487101,Gym,4.8,Fiziko Fitness
122001,"Block C, South City I, Sector 41",Gurugram,Central Avenue,"Block C, South City I, Sector 41",28.4589355,77.0629603,Gym,4.6,Hype The Gym - South City 1
122001,"Laxman Vihar, Sector 4",Gurugram,"ML Complex, Dhanwapur Rd","Laxman Vihar, Sector 4",28.4778264,77.0057369,Gym,4.9,CrossFit The Fitness Garage
122011,"Sushant Lok-II, Phase 2, Sushant Lok 2, Sector 57",Gurugram,F 31,"Sushant Lok-II, Phase 2, Sushant Lok 2, Sector 57",28.4212475,77.0882807,Gym,1.4030531901028747,Retro Metro Fitness Club
122002,"DLF Phase 1, Sector 26",Gurugram,"F-17/4, Golf Course Rd","DLF Phase 1, Sector 26",28.4631729,77.0973472,Gym,4.6,Aimfit Gym Golf Course Road
122102,Balola,Gurgaon,"C449+XJ6, SEZ Rd",Balola,28.4074093,77.1190154,Gym,4.8,FIT KULTURE GYM
122011,Sector 56,"Gurugram, Ghata","Baani, Mind.fit Baani, Sector, 1st Floor, The Address Mall, Golf Course Rd",Sector 56,28.4215977,77.1046745,Gym,4.8,MIND.FIT
122001,"Block G, Sushant Lok 2, Sector 57",Gurugram,"506, opposite Ryders Sports Academy","Block G, Sushant Lok 2, Sector 57",28.4247328,77.0867225,Restaurant,4.0,PERSONAL TRAINING STUDIO
122002,"Phase 2, Sushant Lok 2, Sector 57",Gurugram,"201, Second Floor, Bestech Central Square Mall, opposite Hong Kong Bazaar","Phase 2, Sushant Lok 2, Sector 57",28.4217278,77.0904225,Gym,5.0,The Track Gym
122001,"market of sector 10A, Sector 10A",Gurugram,"Sco 16, 17, Sector 10A Rd, near domino’s","market of sector 10A, Sector 10A",28.4396648,77.0065431,Gym,4.8,Right Now fitness
122001,"Sector 17A, Sector 17",Gurugram,"Shop No. 57 & 58, HUDA Market Rd","Sector 17A, Sector 17",28.4779906,77.06134519999999,Gym,4.3,THE GYM health planet
122001,Sector 14,Gurugram,"SCO-4, near vishal mega mart",Sector 14,28.4783544,77.0469497,Gym,4.6,Crosstride Box
122003,"Urban Estate, Sector 40",Gurugram,Dalal St,"Urban Estate, Sector 40",28.450633,77.05649199999999,Gym,4.7,Beyond Fitness
122001,"Block S, Sector 49",Gurugram,"1st floor, Universal Trade Tower, Sohna - Gurgaon Rd","Block S, Sector 49",28.4154116,77.0418327,Gym,4.2,"Cult Gym Universal Trade Tower, Sohna Rd - Available on Cult.fit | Gyms in Sector 49"
122001,Sector 102,Gurugram,"Shop no. 34, SEC 102, SUNCITY AVENUE-102",Sector 102,28.4711599,76.96886599999999,Gym,4.8,AFC GYM SEC 102
122003,"Block C, Sushant Lok III, Sector 57",Gurugram,C 295 FF,"Block C, Sushant Lok III, Sector 57",28.4231226,77.0774113,Gym,1.3116518364334628,Rockfella
122011,"Block B, Sector 56",Gurugram,"423P, near Banjara Market","Block B, Sector 56",28.4258796,77.0976235,Gym,5.0,Ashin Martial Arts & Fitness Academy
122003,"Koyal Vihar, Sector 52",Gurugram,"579, Sector-52, Flavour wali gali, opp. Artemis Hospital","Koyal Vihar, Sector 52",28.4323875,77.0747796,Gym,4.9,Old School Muscles Gym
122003,"Tigra, Sector 57",Gurugram,near LOTUS VALLEY SCHOOL,"Tigra, Sector 57",28.4161197,77.069019,Gym,3.66176027174577,Yogesh Massage Services
122003,"Sushant Lok III Extension, Sector 57",Gurugram,Boom Plaza,"Sushant Lok III Extension, Sector 57",28.4227152,77.07512799999999,Gym,3.758666850434891,G S yadav cream service
122003,"Block B, Sushant Lok III, Sector 57",Gurugram,C3CH+RWF,"Block B, Sushant Lok III, Sector 57",28.422052,77.079801,Park,4.2,"Sector 57 Park,"
122003,"Block C, Sushant Lok III, Sector 57",Gurugram,"122003, Santa Clara St","Block C, Sushant Lok III, Sector 57",28.4203772,77.0798253,Park,4.4,Mahadev Park sector 57
122003,"Block H, Sector 57",Gurugram,1475c,"Block H, Sector 57",28.428842,77.079376,Park,5.0,Tiranga Park Sector 57 Part 2
122003,"Sushant Lok III, Sector 57","Gurugram, Samaspur",F314,"Sushant Lok III, Sector 57",28.4217755,77.07194199999999,Park,4.2,Park Huda Sector 57
122003,"Block H, Sector 57",Gurugram,"C3HG+PG2, Shokeen Road","Block H, Sector 57",28.4292689,77.07627339999999,Park,4.3,Shokeen park
122413,"Block H, Sector 57",Gurugram,C3FH+R2M,"Block H, Sector 57",28.4245994,77.0775585,Park,0.7044727053341981,MCG Green Park
122003,"HUDA Park, Sector 57",Gurugram,C3HJ+CP4,"HUDA Park, Sector 57",28.4285026,77.0818151,Park,3.9,HUDA Park. Sec-57
122003,"Block H, Sector 57",Gurugram,C3HJ+8QP,"Block H, Sector 57",28.4283269,77.0819389,Park,0.04420784456106608,"Apna Park, Sector 57"
122003,"Block B, Sushant Lok III, Sector 57",Gurugram,B 35,"Block B, Sushant Lok III, Sector 57",28.4202456,77.0802686,Park,0.5460722135737572,Park
122003,"Block H, Sector 57",Gurugram,C3HG+8GG,"Block H, Sector 57",28.4283237,77.0763205,Park,3.7,Sharan's Park
122011,"Block G, Sushant Lok 2, Sector 57",Gurugram,3023A,"Block G, Sushant Lok 2, Sector 57",28.422408,77.085922,Park,4.5,Harit Park
122003,"Block B1, Sector 57",Gurugram,C3HP+96P,"Block B1, Sector 57",28.4284513,77.0855746,Park,4.4,"Royal Green Park, Sector 57."
122003,Sector 57,"Gurugram, Samaspur",Service Rd,Sector 57,28.423923,77.06978889999999,Hostel,4.2,BPTP Freedom Park Life
122003,"Sushant Lok III, Sector 57","Gurugram, Samaspur","G25, F Block Rd","Sushant Lok III, Sector 57",28.422855,77.0720043,Park,4.1,Park F Block Sushant Lok III
122003,"Sushant Lok III, Sector 57",Gurugram,D-Block,"Sushant Lok III, Sector 57",28.4146973,77.0778308,Park,3.5,Children Park
122003,"Block H, Sector 57",Gurugram,"Huda Park, behind Rail Vihar","Block H, Sector 57",28.4251852,77.078504,Park,4.3,"Huda Green Park, Behind Rail Vihar"
122003,"Block B1, Sector 57",Gurugram,"C3GP+V3R, Sector 57 Rd","Block B1, Sector 57",28.4272408,77.0851435,Park,2.526546333344564,Mahadev Park
122003,"Block B1, Sector 57",Gurugram,C3FG+WVG,"Block B1, Sector 57",28.4248117,77.0771901,Park,4.6,Green Park HUDA
122011,"Block B1, Sector 57",Gurugram,C3GM+8RQ,"Block B1, Sector 57",28.4258413,77.08460099999999,Park,5.0,Irfan khan
